Year,publications_count,review_publications_count,Term,general_publication,norm_publications_count,norm_review_publications_count
1926,5,0,Epidemiology,5427,92.13193,0
1926,2,0,Histamine,5427,36.85277,0
1926,1,0,Molecular electronics,5427,18.42639,0
1926,1,0,Mononucleosis,5427,18.42639,0
1926,1,0,Synthetic media,5427,18.42639,0
1926,1,0,Time crystal,5427,18.42639,0
1926,37,0,aquaphonic agriculture,5427,681.7763,0
1926,56,0,cancer,5427,1031.87765,0
1926,1,0,cerebellum,5427,18.42639,0
1926,3,0,cholesterol,5427,55.27916,0
1926,1,0,cocaine,5427,18.42639,0
1926,1,0,coral,5427,18.42639,0
1926,1,0,display,5427,18.42639,0
1926,8,0,epinephrine,5427,147.41109,0
1926,25,0,eugenics,5427,460.65966,0
1926,1,0,glycine,5427,18.42639,0
1926,7,0,inflammatory,5427,128.98471,0
1926,6,0,influenza,5427,110.55832,0
1926,1,0,lithium,5427,18.42639,0
1926,19,0,mouse,5427,350.10135,0
1926,3,0,natural medicine,5427,55.27916,0
1926,5,0,parkinson,5427,92.13193,0
1926,1,0,pituitary gland,5427,18.42639,0
1926,2,0,race,5427,36.85277,0
1926,4,0,single cell,5427,73.70555,0
1926,4,0,sleep,5427,73.70555,0
1926,20,0,vaccine,5427,368.52773,0
1926,14,0,viruses,5427,257.96941,0
1926,2,0,vitamin C,5427,36.85277,0
1926,2,0,vitamin D,5427,36.85277,0
1927,3,0,Active structure,5980,50.16722,0
1927,33,0,Electrothermal-chemical technology,5980,551.83946,0
1927,12,0,Epidemiology,5980,200.6689,0
1927,1,0,Force field,5980,16.72241,0
1927,2,0,Histamine,5980,33.44482,0
1927,1,0,Ion-propelled aircraft,5980,16.72241,0
1927,1,0,Life extension,5980,16.72241,0
1927,1,0,PMR,5980,16.72241,0
1927,46,0,aquaphonic agriculture,5980,769.23077,0
1927,48,0,cancer,5980,802.67559,0
1927,1,0,cerebellum,5980,16.72241,0
1927,14,0,cholesterol,5980,234.11371,0
1927,1,0,cocaine,5980,16.72241,0
1927,1,0,display,5980,16.72241,0
1927,11,0,epinephrine,5980,183.94649,0
1927,23,0,eugenics,5980,384.61538,0
1927,1,0,glutamate,5980,16.72241,0
1927,2,0,glycine,5980,33.44482,0
1927,1,0,hypothalamus,5980,16.72241,0
1927,7,0,inflammatory,5980,117.05686,0
1927,8,0,influenza,5980,133.77926,0
1927,37,0,mouse,5980,618.7291,0
1927,4,0,natural medicine,5980,66.88963,0
1927,5,0,parkinson,5980,83.61204,0
1927,3,0,pituitary gland,5980,50.16722,0
1927,2,0,race,5980,33.44482,0
1927,7,0,single cell,5980,117.05686,0
1927,1,0,sleep,5980,16.72241,0
1927,1,0,suspended animation,5980,16.72241,0
1927,16,0,vaccine,5980,267.55853,0
1927,24,0,viruses,5980,401.33779,0
1927,8,0,vitamin D,5980,133.77926,0
1928,3,0,Active structure,5579,53.77308,0
1928,1,0,Artificial brain,5579,17.92436,0
1928,1,0,Artificial gravity,5579,17.92436,0
1928,1,0,Biometrics,5579,17.92436,0
1928,1,0,Cultured meat,5579,17.92436,0
1928,1,0,Directional freezing,5579,17.92436,0
1928,31,0,Electrothermal-chemical technology,5579,555.65514,0
1928,4,0,Epidemiology,5579,71.69744,0
1928,5,0,Histamine,5579,89.6218,0
1928,1,0,Life extension,5579,17.92436,0
1928,1,0,Medulla oblongata,5579,17.92436,0
1928,1,0,Mononucleosis,5579,17.92436,0
1928,1,0,SMR,5579,17.92436,0
1928,1,0,Synthetic media,5579,17.92436,0
1928,1,0,Time crystal,5579,17.92436,0
1928,2,0,Volumetric,5579,35.84872,0
1928,50,0,aquaphonic agriculture,5579,896.21796,0
1928,56,0,cancer,5579,1003.76412,0
1928,3,0,cerebellum,5579,53.77308,0
1928,9,0,cholesterol,5579,161.31923,0
1928,2,0,cocaine,5579,35.84872,0
1928,1,0,coral,5579,17.92436,0
1928,3,0,display,5579,53.77308,0
1928,6,0,epinephrine,5579,107.54616,0
1928,27,0,eugenics,5579,483.9577,0
1928,1,0,glutamate,5579,17.92436,0
1928,2,0,glycine,5579,35.84872,0
1928,9,0,inflammatory,5579,161.31923,0
1928,4,0,influenza,5579,71.69744,0
1928,1,0,lateral ventricles,5579,17.92436,0
1928,1,0,lipid,5579,17.92436,0
1928,1,0,microglia,5579,17.92436,0
1928,26,0,mouse,5579,466.03334,0
1928,2,0,natural medicine,5579,35.84872,0
1928,1,0,parkinson,5579,17.92436,0
1928,2,0,pituitary gland,5579,35.84872,0
1928,2,0,race,5579,35.84872,0
1928,4,0,single cell,5579,71.69744,0
1928,3,0,sleep,5579,53.77308,0
1928,29,0,vaccine,5579,519.80642,0
1928,27,0,viruses,5579,483.9577,0
1928,12,0,vitamin D,5579,215.09231,0
1929,1,1,Active structure,5831,17.14972,17.14972
1929,5,0,Biometrics,5831,85.74859,0
1929,3,0,Cultured meat,5831,51.44915,0
1929,35,0,Electrothermal-chemical technology,5831,600.2401,0
1929,7,0,Epidemiology,5831,120.04802,0
1929,1,0,FACS,5831,17.14972,0
1929,4,0,Histamine,5831,68.59887,0
1929,6,0,Ion-propelled aircraft,5831,102.8983,0
1929,1,0,NGS,5831,17.14972,0
